"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"TX","Carson County","2009","1500","80.0","77.0","4656.63","118.6","79.5","53","-101.528793","35.404194"
"TX","Carson County","2009","1500","80.0","77.0","4656.63","118.6","79.5","53","-101.508095","35.433495"
"TX","Carson County","2009","1500","80.0","77.0","4656.63","118.6","79.5","53","-101.50769","35.390594"
"TX","Carson County","2009","1500","80.0","77.0","4656.63","118.6","79.5","53","-101.507591","35.404095"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.553787","35.390694"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.551788","35.383793"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.60379","35.409595"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.55439","35.375595"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.56839","35.375393"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.563492","35.390995"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.618393","35.406796"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.571892","35.375393"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.581894","35.409893"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.557892","35.375595"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.564888","35.375492"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.582489","35.402294"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.586189","35.402195"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.597694","35.409695"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.559792","35.390896"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.558693","35.399193"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.555588","35.399193"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.61039","35.409492"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.599792","35.368694"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.57859","35.385994"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.607788","35.380592"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.614189","35.359093"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.585022","35.409809"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.620949","35.359028"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.603394","35.368595"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.589188","35.402096"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.600807","35.409664"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.603088","35.397896"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.57859","35.394394"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.588188","35.409893"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.57869","35.402294"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.586288","35.394695"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.604088","35.380695"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.606995","35.368595"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.614189","35.405594"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.593094","35.385994"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.596191","35.368694"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.582291","35.394394"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.600494","35.380695"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.578789","35.409893"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.561394","35.375492"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.567093","35.390995"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.594292","35.409695"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.586189","35.385994"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.607391","35.398495"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.613792","35.353992"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.575394","35.375393"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.58989","35.394394"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.610687","35.368595"
"TX","Carson County","2012","1500","80.0","82.5","5345.62","121.3","30.0","20","-101.610893","35.398495"
"TX","Carson County","2012","1600","80.0","82.5","5345.62","121.3","49.6","31","-101.607094","35.409595"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.74073","35.960762"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.719009","35.975754"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.651779","35.958652"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.751953","35.990524"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.64637","35.939972"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.702126","35.954174"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.73661","35.953728"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.721809","36.005104"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.674171","35.980732"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.678131","35.991245"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.749123","35.977184"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.629601","35.993454"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.696732","35.973713"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.665649","35.981903"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.748932","36.027332"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.710945","35.967365"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.719833","35.946472"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.71759","35.991024"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.71814","36.013885"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.674873","35.947704"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.69323","35.983494"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.663979","36.011963"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.651405","35.989544"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.679131","35.946793"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.612175","35.995144"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.766792","35.991035"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.687393","36.003414"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.758675","36.016243"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.657883","35.979733"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.655952","35.960495"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.72834","36.009155"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.69796","35.954494"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.682854","35.948135"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.710228","35.979015"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.741341","35.952766"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.714378","35.987946"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.634155","35.975613"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.658798","35.988533"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.598793","35.996124"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.660431","35.960785"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.671051","35.925915"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.733597","35.977398"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.714272","35.955837"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.730011","35.946655"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.699371","35.982883"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.7099","36.005013"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.640366","35.989483"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.71492","35.969555"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.63871","35.945084"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.661949","35.980625"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.754829","35.965977"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.675201","36.009895"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.705383","36.003033"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.669708","35.989914"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.725891","36.005512"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.701073","35.973835"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.671112","35.936443"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.701744","36.012634"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.663033","35.925755"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.639648","35.973755"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.745781","35.962513"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.633682","35.993523"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.669991","35.966496"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.745049","36.012634"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.737289","35.979122"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.723251","35.990295"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.623535","35.994743"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.666451","35.937386"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.668472","36.011883"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.616348","35.995373"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.666794","35.962875"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.747955","36.015575"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.662125","35.937363"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.73127","36.012325"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.669121","35.947945"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.722374","36.013985"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.628014","35.976746"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.650864","35.937202"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.718735","36.027443"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.685432","35.961353"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.594025","35.996056"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.711334","36.013035"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.723358","35.951603"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.647003","35.989033"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.6754","35.936405"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.723244","36.027214"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.714584","36.004562"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.624084","35.976364"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.703491","35.983944"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.732658","35.951836"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.696915","35.965923"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.692848","36.004745"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.644485","35.974125"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.715157","35.945919"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.714264","35.979725"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.700653","36.003033"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.655838","35.945824"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.667023","35.925816"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.754173","36.027115"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.763504","36.012383"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.745033","36.026333"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.68026","35.966084"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.752785","35.980625"
"OK","Blaine County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.61599","35.973846"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.68158","35.983654"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.718033","35.957584"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.649284","35.974415"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.749481","35.964714"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.76268","35.990826"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.658051","35.936405"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.678162","35.958782"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.691879","35.951202"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.674103","35.989994"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.730057","36.027039"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.687279","35.949825"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.687614","35.994293"
"OK","Dewey County","2014","1700","80.0","100.0","7853.98","130.1","198.9","117","-98.6791","35.936375"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47419","34.920696"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.449486","34.942596"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.444885","34.925797"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.474686","34.940296"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47039","34.949993"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46489","34.945194"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.459785","34.936096"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.441689","34.917595"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.473991","34.947895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.478691","34.941895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47599","34.931995"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.477188","34.943096"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.444885","34.908894"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.464386","34.947094"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.457085","34.949596"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.454491","34.926594"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47879","34.954094"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.464088","34.949295"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.450691","34.915394"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.453384","34.945396"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.443787","34.940193"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.443687","34.916393"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46299","34.932095"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.458786","34.908997"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47599","34.937996"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.469185","34.918797"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.446289","34.944996"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.447891","34.943794"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.478287","34.919697"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.480385","34.947796"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.461685","34.934696"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.44989","34.907993"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.455185","34.911396"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.470688","34.953594"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.44838","34.9296"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.462685","34.928196"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.445686","34.915894"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46389","34.951496"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.458191","34.947994"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.463287","34.908195"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.440987","34.909496"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46769","34.933994"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47049","34.957096"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.458984","34.946194"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.475784","34.912697"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.467491","34.937294"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.475685","34.956894"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.470985","34.947296"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.482086","34.946693"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.438789","34.910095"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.453384","34.912395"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.465988","34.907795"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.466286","34.940895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.458984","34.921196"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.44709","34.908497"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.482391","34.951595"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.437088","34.911095"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.43409","34.913494"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.476486","34.936195"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.439888","34.929096"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.447685","34.915394"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.464188","34.920094"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.439751","34.918034"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.477188","34.949795"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.483688","34.945694"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.45649","34.951294"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.485291","34.951595"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.447189","34.922497"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.433563","34.915836"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.444984","34.946495"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.443588","34.927197"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.44529","34.938995"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.471886","34.915997"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.451591","34.946297"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.474586","34.958195"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.473587","34.914394"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.474586","34.952496"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.457291","34.923195"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.441986","34.941196"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.468185","34.952095"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.437889","34.929695"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.456085","34.932194"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.435387","34.912296"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.474785","34.946095"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.467491","34.931896"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.462486","34.929893"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.441292","34.927795"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.450485","34.947895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.487289","34.950596"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.453568","34.932838"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.463585","34.953495"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.480888","34.941895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.459091","34.943996"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.466385","34.958496"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.476189","34.920094"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.455589","34.924793"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.437386","34.917995"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.466492","34.925694"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.469086","34.911896"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.466087","34.938896"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.451088","34.941296"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46859","34.907394"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.44899","34.921196"
