"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.523651","42.006813"
"IA","Hardin County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.367798","42.49794"
"IA","Boone County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.700424","41.977608"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.430367","42.028233"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.518082","42.01363"
"IA","Poweshiek County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-92.672089","41.742046"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.515892","42.016373"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.632835","41.882477"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.623009","41.88147"
"IA","Story County","2017","3000","87.5","125.0","12271.85","150.0","30.0","10","-93.51371","42.019119"
"MA","Barnstable County","2013","1680","80.0","82.5","5345.62","121.3","3.36","2","-70.541801","41.752491"
"MA","Barnstable County","2013","1680","80.0","82.5","5345.62","121.3","3.36","2","-70.545303","41.754192"
"MA","Barnstable County","2011","1500","80.0","77.0","4656.63","118.6","3.0","2","-70.547798","41.75959"
"MA","Barnstable County","2011","1500","80.0","77.0","4656.63","118.6","3.0","2","-70.545303","41.757591"
"IA","Story County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.325691","42.20639"
"IA","Story County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.428093","42.146091"
"IA","Story County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.431992","42.145592"
"IA","Story County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.354897","41.904194"
"IA","Hamilton County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.632095","42.335491"
"IA","Hamilton County","2012","1600","80.0","82.5","5345.62","121.3","1.6","1","-93.636795","42.335491"
"OH","Wood County","2004","1800","78.0","80.0","5026.55","118.0","3.6","2","-83.736298","41.382492"
"OH","Wood County","2004","1800","78.0","80.0","5026.55","118.0","3.6","2","-83.736298","41.384693"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.634491","41.439693"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.614189","41.441395"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.674889","41.423492"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.606689","41.441292"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.691689","41.445091"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.673988","41.494892"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.674194","41.434193"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.63839","41.439693"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.655891","41.457294"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.65139","41.421494"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.618294","41.441593"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.677391","41.463093"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.67009","41.495193"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.615791","41.452694"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.715591","41.441792"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.611893","41.452892"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.659096","41.466694"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.692795","41.499294"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.613396","41.467094"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.654495","41.432995"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.62249","41.466595"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.676994","41.473293"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.695091","41.457893"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.61039","41.441395"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.696693","41.499092"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.68869","41.486591"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.703896","41.499695"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.68409","41.443592"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.665092","41.423695"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.658493","41.433193"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.670395","41.434994"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.630692","41.439194"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.673492","41.463093"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.622093","41.441994"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.726593","41.442894"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.685692","41.471092"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.665695","41.470993"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.655289","41.466293"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.69899","41.457794"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.730293","41.442394"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.687691","41.445091"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.681793","41.471592"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.704094","41.471092"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.678894","41.443993"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.665192","41.452293"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.688995","41.435894"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.619591","41.451992"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.612091","41.478592"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.68869","41.499294"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.618591","41.466793"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.71209","41.468391"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.65979","41.457493"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.655891","41.421394"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.660995","41.421093"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.666992","41.482494"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.652596","41.455894"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.647896","41.465393"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.635391","41.449795"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.683395","41.484993"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.669289","41.452293"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.706894","41.440792"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.648689","41.455395"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.683495","41.433804"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.647491","41.443691"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.630989","41.481194"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.722794","41.443394"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.626991","41.481194"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.670593","41.423992"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.711792","41.441292"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.716591","41.469791"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.689392","41.470192"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.707893","41.470394"
"IA","Cass County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.723892","41.463192"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.676788","41.452393"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.695595","41.445194"
"IA","Adair County","2008","2300","80.0","93.0","6792.91","126.5","174.8","76","-94.692696","41.434994"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.697464","40.908005"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.66095","40.906422"
"IA","Adams County","2016","2346","115.0","108.0","9160.88","168.9","9.384","4","-94.724846","40.906811"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.649925","40.917538"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.712288","40.912891"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.692009","40.902283"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.664482","40.9258"
"IA","Adams County","2016","2346","115.0","108.0","9160.88","168.9","9.384","4","-94.653526","40.913605"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.669571","40.902508"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.684853","40.925648"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.673912","40.955795"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.732185","40.917294"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.695923","40.901394"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.657524","40.913597"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.666534","40.912037"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.634834","40.90395"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.65287","40.903233"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.664101","40.952431"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.68866","40.930119"
"IA","Adams County","2016","2346","115.0","108.0","9160.88","168.9","9.384","4","-94.734169","40.903179"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.665192","40.902493"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.721962","40.927204"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.653526","40.960594"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.656776","40.95903"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.619675","40.905975"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.656937","40.936432"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.65696","40.905529"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.615784","40.906044"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.697762","40.927402"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.652222","40.935997"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.646027","40.917538"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.659653","40.925396"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.68663","40.934555"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.635033","40.914024"
"IA","Adams County","2016","2346","115.0","108.0","9160.88","168.9","9.384","4","-94.728653","40.905937"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.662544","40.91256"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.647606","40.912476"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.712463","40.923447"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.675087","40.938133"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.725616","40.925251"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.713112","40.929382"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.705017","40.916325"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.678551","40.951794"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.63047","40.912823"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.70916","40.929955"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.625618","40.912842"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.716339","40.92387"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.686043","40.907246"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.716476","40.913757"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.616638","40.913837"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.671776","40.91991"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.693748","40.927402"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.648247","40.903282"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.728088","40.916672"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.667892","40.919884"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.668625","40.956329"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.72422","40.91663"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.675438","40.933098"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.639961","40.918289"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.640137","40.903938"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.649178","40.947777"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.664093","40.931583"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.693481","40.912636"
"IA","Adams County","2016","2415","80.0","108.0","9160.88","134.1","144.9","60","-94.634842","40.919724"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.710396","44.916992"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.731689","44.916992"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.735695","44.912594"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.727394","44.916992"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.71479","44.916992"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.718994","44.916691"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.715195","44.911694"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.729294","44.912594"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.732491","44.912594"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.735695","44.916992"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.711288","44.911694"
"MN","Meeker County","2011","1670","80.0","85.5","5741.46","122.8","20.04","12","-94.72319","44.916992"
"MN","Clay County","2001","660","65.0","47.0","1734.94","88.4","1.98","3","-96.435493","46.999592"
"MN","Clay County","2001","660","65.0","47.0","1734.94","88.4","1.98","3","-96.435493","47.005192"
"MN","Clay County","2001","1000","62.0","47.0","1734.94","88.5","1.98","3","-96.427475","47.005051"
"IL","Bureau County","2008","2100","80.0","88.0","6082.12","124.1","8.4","4","-89.619392","41.302994"
"IL","Bureau County","2008","2100","80.0","88.0","6082.12","124.1","8.4","4","-89.618896","41.297791"
"IL","Bureau County","2008","2100","80.0","88.0","6082.12","124.1","8.4","4","-89.614494","41.300793"
"IL","Bureau County","2008","2100","80.0","88.0","6082.12","124.1","8.4","4","-89.623596","41.301693"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.912994","42.475193"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.900894","42.453094"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.892693","42.462791"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.943687","42.470493"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.921188","42.457993"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.941193","42.469292"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.926491","42.444492"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.946594","42.471394"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.88089","42.461891"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.915894","42.455593"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.927292","42.458591"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.928993","42.445492"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.907089","42.474892"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.883987","42.461094"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.948494","42.473392"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.928093","42.461792"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.889992","42.461792"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.877388","42.460594"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.895393","42.451393"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.915894","42.475891"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.892891","42.450191"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.886993","42.461494"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.921791","42.474491"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.95079","42.474995"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.918793","42.475193"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.910492","42.474995"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.91069","42.453094"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.874794","42.459492"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.913094","42.455193"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.918488","42.456692"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.938988","42.467995"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.895187","42.443192"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.897987","42.452393"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.934288","42.447792"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.931892","42.447094"
"NE","Brown County","2005","1650","70.0","82.0","5281.02","110.9","59.4","36","-99.924194","42.458591"
"MA","Barnstable County","2009","1500","80.0","77.0","4656.63","118.6","1.5","1","-70.591103","41.657692"
"WY","Laramie County","2009","2000","78.0","87.0","5944.68","121.6","2.0","1","-104.884689","41.178291"
"IA","Plymouth County","1999","600","55.0","44.0","1520.53","77.1","0.6","1","-96.541191","42.829891"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.507919","38.42691"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.536957","38.45303"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.564278","38.412891"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.499413","38.438683"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.568794","38.415268"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.546196","38.456131"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.521271","38.420261"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.545891","38.414215"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.532227","38.453072"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.541664","38.453705"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.502907","38.430729"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.532265","38.426769"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.495369","38.441833"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.563507","38.404118"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.522804","38.450176"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.537079","38.4296"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.55925","38.40461"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.541283","38.41523"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.542793","38.435001"
"KS","Rush County","2015","2300","80.0","108.0","9160.88","134.1","48.3","21","-99.527443","38.450241"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.344887","35.030895"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.343689","35.031494"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.344086","35.035896"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.345291","35.035194"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.338486","35.036594"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.339989","35.035995"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.336891","35.037193"
"CA","Kern County","2008","3000","80.0","90.0","6361.73","125.0","24.0","8","-118.335289","35.037697"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.547195","40.395191"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.627296","40.372791"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.5812","40.37569"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.623199","40.379593"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.602898","40.37059"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.542099","40.448292"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.568001","40.405293"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.569794","40.39949"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.622795","40.376591"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.5709","40.375294"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.584198","40.390892"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.616096","40.338192"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.576195","40.375393"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.621201","40.381592"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.555099","40.388092"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.563995","40.377792"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.528206","40.437164"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.5728","40.397491"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.601295","40.354794"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.615799","40.340794"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.585693","40.396191"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.587395","40.394493"
"PA","Cambria County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.616798","40.347092"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.549095","40.393494"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.554695","40.390491"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.532898","40.440693"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.552498","40.392292"
"PA","Blair County","2007","2000","78.0","87.0","5944.68","121.6","80.0","40","-78.596001","40.354691"
